sample_id,company_name,stock_code,exchange,board,listing_date,ipo_year,source_platform,source_page_url,prospectus_title,prospectus_url,prospectus_version,prospectus_date,download_status,parse_status,locate_status,extract_status,review_status,notes
MB001,包头天和磁材科技股份有限公司,603072,SSE,主板,2025-01-03,2025,上交所公告/新浪财经,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10687883&stockid=603072,包头天和磁材科技股份有限公司首次公开发行股票并在主板上市招股说明书,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2024-12-26/603072_20241226_JUL2.pdf,正式稿,2024-12-26,pending,pending,located,seed_metadata_filled,pending_manual_review,上市日期来自上市公告书；prospectus_url建议从上交所公告页进一步定位正式PDF。
MB002,上海友升铝业股份有限公司,603418,SSE,主板,2025-09-23,2025,上交所公告/新浪财经,https://data.eastmoney.com/notices/detail/603418/AN202509171745498117.html,上海友升铝业股份有限公司首次公开发行股票并在主板上市招股说明书,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-09-18/603418_20250918_C07J.pdf,正式稿,2025-09-18,pending,pending,located,seed_metadata_filled,pending_manual_review,建议从上交所或东方财富公告页下载正式PDF后补充prospectus_url。
GEM001,黄山谷捷股份有限公司,301581,SZSE,创业板,2025-01-03,2025,深交所公告/巨潮资讯,https://static.cninfo.com.cn/finalpage/2024-12-19/1222066314.PDF,黄山谷捷股份有限公司首次公开发行股票并在创业板上市招股说明书,https://static.cninfo.com.cn/finalpage/2024-12-19/1222066314.PDF,正式稿,2024-12-19,ready,pending,located,seed_metadata_filled,pending_manual_review,
GEM002,云汉芯城（上海）互联网科技股份有限公司,301563,SZSE,创业板,2025-09-30,2025,深交所公告/东方财富,https://data.eastmoney.com/notices/detail/301563/AN202509241749848162.html,云汉芯城（上海）互联网科技股份有限公司首次公开发行股票并在创业板上市招股说明书,https://pdf.dfcfw.com/pdf/H2_AN202509241749848162_1.pdf?1759192423000.pdf,正式稿,2025-09-25,pending,pending,located,seed_metadata_filled,pending_manual_review,建议从深交所或巨潮资讯下载正式PDF后补充prospectus_url。
STAR001,苏州赛分科技股份有限公司,688758,SSE,科创板,2025-01-10,2025,上交所公告/新浪财经,https://np-info.eastmoney.com/wap/notice/?infocode=AN202501051641811904,苏州赛分科技股份有限公司首次公开发行股票并在科创板上市招股说明书,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-01-06/688758_20250106_YU3K.pdf,正式稿,2025-01-06,pending,pending,located,seed_metadata_filled,pending_manual_review,
STAR002,影石创新科技股份有限公司,688775,SSE,科创板,2025-06-11,2025,上交所公告/新浪财经,https://data.eastmoney.com/notices/detail/688775/AN202502271643576572.html,影石创新科技股份有限公司首次公开发行股票并在科创板上市招股说明书,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-06-06/688775_20250606_KGJB.pdf,注册稿,2025-06-06,pending,pending,located,seed_metadata_filled,pending_manual_review,source_page_url当前为注册稿公告页；建议进一步核验正式招股说明书PDF。
BSE001,常州三协电机股份有限公司,920100,BSE,北交所,2025-09-08,2025,北交所,https://www.bse.cn/disclosure/2025/2025-08-22/1755859951_970173.pdf,常州三协电机股份有限公司向不特定合格投资者公开发行股票并在北京证券交易所上市招股说明书,https://www.bse.cn/disclosure/2025/2025-08-22/1755859951_970173.pdf,正式稿,2025-08-22,ready,pending,located,seed_metadata_filled,pending_manual_review,listing_date建议通过北交所上市公告书进一步核验。
BSE002,哈尔滨岛田大鹏工业股份有限公司,920091,BSE,北交所,2025-11-21,2025,北交所,https://www.bse.cn/disclosure/2025/2025-11-18/1763458331_309600.pdf,哈尔滨岛田大鹏工业股份有限公司向不特定合格投资者公开发行股票并在北京证券交易所上市招股说明书,https://www.bse.cn/disclosure/2025/2025-11-18/1763458331_309600.pdf,正式稿,2025-11-18,ready,pending,located,seed_metadata_filled,pending_manual_review,listing_date建议通过北交所上市公告书进一步核验。
